node_id,x,y
7424,966620.2751266249,27293610.384300683
7425,966623.6167510833,27293596.289533786
7426,966626.9583755416,27293582.194766894
7427,966671.48528809,27293644.464209
7428,966675.5576990178,27293631.41178423
7429,966679.6301099423,27293618.359359052
7430,966683.7025208669,27293605.306933872
7431,966626.0254665368,27293627.809924707
7432,966629.4888887297,27293613.888881173
7433,966632.9523109256,27293599.967837907
7434,966636.4157331209,27293586.04679466
7435,966635.1174308575,27293631.140781537
7436,966638.7026508006,27293617.39346175
7437,966642.2878707447,27293603.646142095
7438,966645.8730906886,27293589.898822457
7439,966644.2093951324,27293634.471638493
7440,966647.9164128369,27293620.89804241
7441,966651.623430541,27293607.32444635
7442,966655.3304482452,27293593.750850275
7443,966653.301359408,27293637.80249545
7444,966657.1301748733,27293624.402623102
7445,966660.9589903378,27293611.002750598
7446,966664.7878058018,27293597.602878116
7447,966662.3933237272,27293641.133352283
7448,966666.3439369337,27293627.90720369
7449,966670.2945501381,27293614.68105483
7450,966674.2451633426,27293601.454905976
7451,966632.6666666665,27294671.066666666
7452,966624.7333333336,27294640.533333335
7453,966616.8,27294610.0
7454,966651.9333333333,27294667.022222217
7455,966643.4333333333,27294636.61111111
7456,966634.9333333331,27294606.2
7457,966671.2000000003,27294662.97777777
7458,966662.1333333339,27294632.688888893
7459,966653.0666666669,27294602.400000002
7460,966613.6926931,27291861.58484
7461,966630.3695198445,27291832.73863001
7462,966647.0463465705,27291803.892420013
7463,966663.723173286,27291775.046210006
7464,966631.9696348581,27291871.71945893
7465,966648.2522261142,27291842.789594177
7466,966664.5348174,27291813.859729446
7467,966680.8174087005,27291784.929864727
7468,966611.65,27294803.47
7469,966620.3868043046,27294778.07021114
7470,966634.385,27294813.41
7471,966643.8320750442,27294788.087528486
7472,966610.63154931,27292083.205366
7473,966664.2544781478,27292113.775558434
7474,966719.7941139976,27292145.438456986
7475,966777.318967958,27292178.23311952
7476,966641.0916666664,27292730.96666667
7477,966638.0833333329,27292725.833333336
7478,966635.0749999993,27292720.700000003
7479,966632.0666666662,27292715.566666666
7480,966629.0583333331,27292710.433333334
7481,966626.05,27292705.3
7482,966623.041666667,27292700.166666668
7483,966620.0333333339,27292695.033333335
7484,966617.0250000008,27292689.9
7485,966614.0166666672,27292684.766666666
7486,966611.0083333337,27292679.633333333
7487,966608.0,27292674.5
7488,966729.2000000001,27292675.1
7489,966725.6,27292668.6
7490,966722.0,27292662.1
7491,966718.4,27292655.6
7492,966714.8,27292649.1
7493,966711.2000000001,27292642.6
7494,966707.6000000001,27292636.1
7495,966704.0000000001,27292629.6
7496,966700.4000000001,27292623.1
7497,966696.8000000002,27292616.6
7498,966693.2000000001,27292610.1
7499,966689.6,27292603.6
7500,966652.1052083335,27292723.983333338
7501,966649.0229166662,27292718.679166675
7502,966645.9406249991,27292713.375000004
7503,966642.8583333326,27292708.070833333
7504,966639.7760416664,27292702.766666662
7505,966636.6937499999,27292697.462499995
7506,966633.6114583331,27292692.15833333
7507,966630.5291666668,27292686.854166664
7508,966627.4468750006,27292681.549999997
7509,966624.3645833334,27292676.245833334
7510,966621.2822916667,27292670.94166666
7511,966618.1999999995,27292665.6375
7512,966663.1187499999,27292717.0
7513,966659.9624999994,27292711.525000006
7514,966656.8062499992,27292706.050000004
7515,966653.6499999997,27292700.574999996
7516,966650.4937499994,27292695.099999998
7517,966647.3374999997,27292689.625000004
7518,966644.1812499999,27292684.149999995
7519,966641.0249999998,27292678.674999986
7520,966637.8687499999,27292673.19999999
7521,966634.7124999997,27292667.724999998
7522,966631.5562499993,27292662.250000004
7523,966628.3999999991,27292656.775
7524,966674.1322916667,27292710.016666673
7525,966670.902083333,27292704.370833337
7526,966667.6718749995,27292698.725
7527,966664.4416666662,27292693.079166666
7528,966661.2114583331,27292687.43333333
7529,966657.9812500001,27292681.787499994
7530,966654.7510416665,27292676.141666666
7531,966651.5208333335,27292670.495833337
7532,966648.2906250003,27292664.850000005
7533,966645.0604166663,27292659.204166666
7534,966641.830208333,27292653.558333334
7535,966638.5999999995,27292647.9125
7536,966685.1458333331,27292703.03333333
7537,966681.8416666666,27292697.21666667
7538,966678.5374999996,27292691.400000006
7539,966675.2333333332,27292685.583333343
7540,966671.9291666665,27292679.76666666
7541,966668.625,27292673.950000007
7542,966665.3208333335,27292668.133333333
7543,966662.016666667,27292662.31666667
7544,966658.7125000006,27292656.5
7545,966655.4083333337,27292650.68333333
7546,966652.104166667,27292644.866666667
7547,966648.8,27292639.05
7548,966696.1593749999,27292696.050000004
7549,966692.78125,27292690.06250001
7550,966689.4031249995,27292684.075000007
7551,966686.0250000001,27292678.087500002
7552,966682.6468750003,27292672.099999998
7553,966679.2687499999,27292666.1125
7554,966675.8906250005,27292660.125
7555,966672.5125000007,27292654.137500003
7556,966669.1343750008,27292648.150000002
7557,966665.7562500007,27292642.1625
7558,966662.3781250005,27292636.174999997
7559,966659.0000000005,27292630.1875
7560,966707.1729166666,27292689.066666674
7561,966703.7208333333,27292682.90833333
7562,966700.26875,27292676.749999996
7563,966696.8166666669,27292670.591666672
7564,966693.3645833338,27292664.433333337
7565,966689.9125000007,27292658.274999995
7566,966686.4604166674,27292652.116666675
7567,966683.008333334,27292645.95833334
7568,966679.556250001,27292639.80000001
7569,966676.1041666678,27292633.64166667
7570,966672.6520833343,27292627.483333334
7571,966669.2000000009,27292621.325000003
7572,966718.1864583333,27292682.083333332
7573,966714.6604166669,27292675.75416667
7574,966711.134375,27292669.424999997
7575,966707.6083333335,27292663.095833328
7576,966704.0822916669,27292656.766666666
7577,966700.5562500004,27292650.437500004
7578,966697.0302083337,27292644.10833334
7579,966693.504166667,27292637.77916667
7580,966689.9781250004,27292631.450000003
7581,966686.452083334,27292625.120833337
7582,966682.9260416673,27292618.791666668
7583,966679.4000000005,27292612.462500002
7584,966611.5940164988,27294577.9895455
7585,966606.38803301,27294545.979091
7586,966628.1126776708,27294574.393030357
7587,966621.2920220171,27294542.586060714
7588,966644.6313388363,27294570.796515185
7589,966636.1960110099,27294539.19303036
7590,966603.59,27293675.12
7591,966608.0378340206,27293658.239689324
7592,966612.4856680773,27293641.35937866
7593,966658.81,27293693.53
7594,966663.0350960636,27293677.174736343
7595,966667.2601920937,27293660.819472678
7596,966612.7933333335,27293678.188333333
7597,966617.2040443767,27293661.395530447
7598,966621.6147554447,27293644.602727573
7599,966621.9966666667,27293681.256666668
7600,966626.3702547174,27293664.55137162
7601,966630.743842781,27293647.846076578
7602,966631.1999999995,27293684.325000003
7603,966635.5364650427,27293667.707212824
7604,966639.872930087,27293651.08942567
7605,966640.403333333,27293687.393333334
7606,966644.7026753685,27293670.863054045
7607,966649.0020173936,27293654.332774747
7608,966649.6066666666,27293690.46166667
7609,966653.8688857089,27293674.01889521
7610,966658.131104729,27293657.57612374
7611,966599.22,27293933.07
7612,966600.86,27293957.035
7613,966602.5,27293981.0
7614,966605.7333333334,27294010.2
7615,966608.9666666667,27294039.400000002
7616,966612.2,27294068.6
7617,966620.0,27294098.75
7618,966627.8,27294128.9
7619,966627.8,27294156.325
7620,966627.8,27294183.75
7621,966627.8,27294211.175
7622,966627.8,27294238.6
7623,966630.4442986274,27294264.684925333
7624,966633.0885972551,27294290.769850664
7625,966635.73289587,27294316.854776
7626,966639.1664479433,27294341.077388
7627,966642.6,27294365.3
7628,966649.2000000001,27294372.233333334
7629,966655.8,27294379.166666668
7630,967712.2119624176,27295900.306464434
7631,967788.0239248353,27295891.812928863
7632,967863.8358872528,27295883.319393296
7633,967939.6478496705,27295874.82585773
7634,968014.4513945562,27295860.617913004
7635,968019.1328101518,27295799.408332914
7636,968002.4403450422,27295724.980133723
7637,967968.4144802545,27295657.48417041
7638,967914.2828470853,27295603.73425075
7639,967859.5224390524,27295550.622185227
7640,967804.76203102,27295497.510119703
7641,967750.0016229874,27295444.39805418
7642,967695.241214953,27295391.28598866
7643,967640.48080705,27295338.173923
7644,967577.5934355301,27295277.17952383
7645,967514.7060640699,27295216.1851246
7646,967451.8186926456,27295155.19072533
7647,967388.9313211677,27295094.196326118
7648,967326.0439496,27295033.201927
7649,967275.537671198,27294984.215937313
7650,967225.0313927024,27294935.22994772
7651,967174.5251141696,27294886.243958168
7652,967124.0188356268,27294837.257968627
7653,967073.5125570836,27294788.271979086
7654,967023.0062785415,27294739.285989545
7655,966972.5,27294690.3
7656,966967.4145556217,27294616.9479925
7657,966962.3291112434,27294543.595985
7658,966957.2436668557,27294470.2439775
7659,966952.15822245,27294396.89197
7660,966947.0265779821,27294322.873576
7661,966941.8949334922,27294248.855182
7662,966936.7632889948,27294174.836788
7663,966931.6316444975,27294100.818394
7664,966926.5,27294026.8
7665,966970.164817847,27293972.19847136
7666,967013.8296356603,27293917.596942693
7667,967057.49445344,27293862.995414
7668,967105.9561758951,27293802.395501986
7669,967154.417898291,27293741.795589928
7670,967206.0375853068,27293684.02954274
7671,967265.6767566244,27293637.132074196
7672,967340.14436853,27293615.326968
7673,967417.1554948256,27293605.461574413
7674,967494.1666211196,27293595.59618081
7675,967571.177747413,27293585.730787206
7676,967648.1888737064,27293575.8653936
7677,967725.2,27293566.0
7678,967802.3011056095,27293578.4809261
7679,967879.4291586531,27293590.793640066
7680,967956.7747087182,27293601.412084818
7681,968034.5283071285,27293608.810188327
7682,968112.3212303463,27293615.782641243
7683,968190.1141535642,27293622.755094163
7684,968267.9070767821,27293629.72754708
7685,968345.7,27293636.7
7686,968428.9112952594,27293624.21604822
7687,968512.1225905183,27293611.732096437
7688,968595.2510721596,27293598.716186598
7689,968700.5,27293580.200000003
7690,968740.3,27293539.8
7691,968761.5545998316,27293501.42838243
7692,968777.5759303854,27293472.504555404
7693,968787.0891599,27293455.330014
7694,968797.0668541081,27293436.774232794
7695,968807.0445483162,27293418.21845159
7696,968809.9099939195,27293397.3874957
7697,968812.3142623045,27293376.49990537
7698,968807.2547766471,27293356.048181657
7699,968802.19529099,27293335.596458
7700,968791.9185239535,27293294.05516021
7701,968784.3592823454,27293252.24447237
7702,968787.5333270299,27293209.571915396
7703,968789.9434030233,27293166.86858021
7704,968789.91582533,27293124.077454
7705,968789.3563628922,27293071.574056033
7706,968785.186160119,27293019.252326854
7707,968774.9253906027,27292967.76844526
7708,968763.6626953013,27292916.484222632
7709,968752.4,27292865.2
7710,968779.9,27292857.900000002
7711,968807.4,27292850.6
7712,968808.5666666667,27292822.5
7713,968809.7333333334,27292794.400000002
7714,968810.9,27292766.3
7715,968843.875,27292765.55
7716,968876.8500000001,27292764.8
7717,968909.8250000001,27292764.05
7718,968942.8,27292763.3
7719,968944.175,27292738.1
7720,968945.5499999999,27292712.9
7721,968946.925,27292687.7
7722,966655.52,27293712.595
7723,966652.23,27293731.66
7724,966643.6467297301,27293749.3826995
7725,966635.06345946,27293767.105399
7726,966626.26227277,27293784.531094
7727,966615.13,27293807.95
7728,966612.9,27293825.285
7729,966610.67,27293842.62
7730,966608.425,27293859.450000003
7731,966606.18,27293876.28
7732,966603.86,27293895.21
7733,966601.5399999999,27293914.14
7734,968771.2,27293360.7
7735,968784.2000000001,27293375.1
7736,968788.1000000001,27293394.6
7737,968782.7000000001,27293412.0
7738,968774.7506232237,27293424.89898873
7739,968766.8,27293437.8
7740,968744.5,27293442.1
7741,968719.8,27293438.6
7742,968702.1000000001,27293401.900000002
7743,968705.9,27293378.5
7744,968717.4,27293361.700000003
7745,968733.4,27293351.700000003
7746,968753.3,27293352.200000003
7747,968618.1,27293073.9
7748,968636.9497194688,27293076.064324282
7749,968652.2100137403,27293088.220450915
7750,968662.5936863153,27293104.52459256
7751,968662.6,27293124.1
7752,968651.4871941847,27293145.05172189
7753,968631.2,27293156.8
7754,968609.4556631992,27293153.916476108
7755,968591.414137611,27293141.684961043
7756,968582.4774535269,27293122.429365244
7757,968585.4421412391,27293100.954367325
7758,968598.3901687633,27293083.488515712
7759,968577.6821697,27293294.823093
7760,968582.6,27293275.2
7761,968600.401252875,27293259.931259923
7762,968623.0,27293253.6
7763,968644.8126759424,27293262.006515067
7764,968657.892998385,27293281.52039548
7765,968658.8580922942,27293305.24574261
7766,968646.7,27293326.3
7767,968633.2000000001,27293334.0
7768,968612.8,27293335.3
7769,968594.8,27293328.700000003
7770,968580.5,27293313.6
7771,968504.9,27293224.2
7772,968490.5,27293239.8
7773,968459.6000000001,27293245.900000002
7774,968424.14,27293226.81
7775,968417.6000000001,27293205.400000002
7776,968421.7000000001,27293187.5
7777,968432.2000000001,27293173.8
7778,968450.2000000001,27293166.200000003
7779,968465.7,27293161.4
7780,968487.8215793888,27293166.216997467
7781,968504.1118486902,27293181.409005497
7782,968510.5965183422,27293202.389152378
7783,966836.19975155,27293556.611663
7784,966854.3998343652,27293526.707775205
7785,966872.5999171826,27293496.803887606
7786,966890.8,27293466.9
7787,966915.3500000001,27293482.050000004
7788,966939.9,27293497.2
7789,966918.6666666662,27293526.533333335
7790,966897.4333333339,27293555.86666667
7791,966876.2,27293585.2
7792,966856.1998757739,27293570.905831404
7793,968786.6976454948,27293348.148228973
7794,968836.9637032512,27292740.47285237
7795,968867.2747705126,27292741.24288387
7796,968895.9254071632,27292737.876247123
7797,968923.0009497828,27292734.620234393
7798,968925.814266995,27292702.59805687
7799,968906.006176804,27292708.465425223
7800,968883.2099818896,27292716.436889175
7801,968858.9686100355,27292723.58503414
7802,968762.9631458466,27293456.347308356
7803,968735.8565256547,27293461.786731385
7804,968711.1515115072,27293463.950640026
7805,968688.4366227973,27293440.895686798
7806,968676.2560571888,27293413.73870731
7807,968682.9187739728,27293388.49639404
7808,968692.9395476733,27293364.5242859
7809,968708.9138991821,27293346.783660162
7810,968729.6115701767,27293333.707695287
7811,968750.7308418949,27293333.670082685
7812,968775.1862054042,27293330.897814833
7813,968763.0184543986,27293310.64757741
7814,968756.1556214241,27293281.10555468
7815,968748.7554284394,27293249.825190563
7816,968753.2955611857,27293218.96269376
7817,968754.3949057858,27293182.584372755
7818,968754.1478475466,27293144.82135139
7819,968752.0009595656,27293105.418704093
7820,968748.948840964,27293064.394261792
7821,968735.565167714,27293028.154001884
7822,968737.6518305249,27292988.364061587
7823,968728.4412304356,27292946.369634323
7824,968722.1781049945,27292905.87371344
7825,968712.9426908722,27292866.51330072
7826,968734.6276753146,27292840.281940136
7827,968760.5262131504,27292835.188761823
7828,968789.036560461,27292786.604574144
7829,968784.6155841382,27292763.440635096
7830,968763.8706511589,27292783.21548063
7831,968740.8566745492,27292804.874481045
7832,968709.1990591588,27292823.19368189
7833,968681.6550342673,27292840.328625552
7834,968651.3857778765,27292857.885875784
7835,968622.9490137652,27292876.929062925
7836,968593.5720975534,27292895.752886225
7837,968564.6903020667,27292914.787210066
7838,968535.8260249443,27292933.425117433
7839,968507.1109910225,27292951.999619845
7840,968478.1051007074,27292970.395883925
7841,968446.9924234285,27292986.848593205
7842,968413.3358739667,27293003.752428845
7843,968377.071583207,27293015.89260033
7844,968343.8778546858,27293028.88801793
7845,968310.8722266394,27293041.76691256
7846,968277.7508577274,27293054.795763936
7847,968244.5976031818,27293067.7281532
7848,968211.4291108733,27293080.61944507
7849,968178.3169165216,27293093.05594293
7850,968149.3079122344,27293107.395214558
7851,968118.880205428,27293113.152861238
7852,968084.5693057128,27293122.686295014
7853,968051.8565992208,27293135.95214189
7854,968021.5720715816,27293146.758574575
7855,967992.4178529601,27293157.688011736
7856,967964.3168539926,27293163.879406925
7857,967939.8846104139,27293176.473785806
7858,967910.8891044116,27293186.555821568
7859,967881.9830812641,27293196.654641043
7860,967852.7501695954,27293207.31142185
7861,967825.478792926,27293208.788291484
7862,967805.5295812855,27293215.45136234
7863,967783.8279671206,27293220.756288216
7864,967762.789674666,27293226.97433152
7865,967741.9744731373,27293232.98034882
7866,967720.5163841014,27293239.444113214
7867,967698.7330270793,27293244.652163874
7868,967676.3255219922,27293247.934694495
7869,967653.7038110635,27293249.689705424
7870,967630.9469320867,27293248.981559288
7871,967607.8038057334,27293245.330017764
7872,967584.335844334,27293243.97029985
7873,967562.8464315571,27293241.80307382
7874,967543.87821819,27293237.1752487
7875,967525.3226522589,27293237.645588126
7876,967505.0908563581,27293235.22115425
7877,967485.2169158454,27293232.67492324
7878,967466.9254743494,27293231.744998343
7879,967453.4357825731,27293223.3496771
7880,967441.0792461743,27293217.89906151
7881,967429.6056927487,27293216.806662437
7882,967418.4802080938,27293214.492474966
7883,967407.7617794825,27293212.640800342
7884,967397.0105944732,27293210.616447445
7885,967386.1921104658,27293208.63691763
7886,967374.9790683066,27293205.965165965
7887,967364.2747783329,27293203.319492355
7888,967354.4882758056,27293202.787834946
7889,967343.6256797394,27293200.70236207
7890,967332.6883780869,27293198.735308502
7891,967321.6834186175,27293196.711655866
7892,967310.7255169773,27293194.527137563
7893,967299.5919427987,27293192.452856433
7894,967288.7499860327,27293190.474452592
7895,967278.004668573,27293188.441961754
7896,967269.2133438332,27293183.803221073
7897,967267.5279714247,27293189.87096021
7898,967264.1497686381,27293197.497663926
7899,967260.8825368583,27293205.932320267
7900,967257.6921520645,27293214.369333785
7901,967253.8161090472,27293221.403919682
7902,967251.881923821,27293229.286653113
7903,967248.4745465704,27293237.54664351
7904,967245.1782648285,27293246.220183194
7905,967241.3185037519,27293255.177831583
7906,967238.3558642451,27293264.50392494
7907,967235.1763039842,27293273.14306204
7908,967232.1709502558,27293281.767339516
7909,967229.2495372344,27293290.396899506
7910,967226.4670576522,27293299.024087284
7911,967222.9877776365,27293306.32770425
7912,967221.6699063755,27293314.586546082
7913,967218.6584306037,27293323.868262522
7914,967217.2036120567,27293333.840639073
7915,967215.5322531922,27293342.955350064
7916,967212.9062286109,27293351.964818064
7917,967209.3412362324,27293360.636072252
7918,967205.150017372,27293369.146569036
7919,967200.621875163,27293377.440619573
7920,967195.6967494556,27293385.665843017
7921,967190.0798275156,27293392.160739224
7922,967185.1859617609,27293400.621615782
7923,967178.3570664105,27293410.17958613
7924,967166.1970527102,27293410.60749323
7925,967154.4681906267,27293408.076954454
7926,967142.4504747454,27293405.29892629
7927,967130.1680593179,27293402.760203544
7928,967118.0887649144,27293399.047753565
7929,967107.1435765105,27293392.540416036
7930,967097.9131225313,27293384.137634985
7931,967089.1661824019,27293375.141790047
7932,967080.893754721,27293365.67764101
7933,967073.2752160783,27293355.882261574
7934,967068.0969785445,27293346.241552863
7935,967060.4250687356,27293337.987890203
7936,967053.4983500564,27293327.83904487
7937,967047.0233305221,27293316.25840296
7938,967038.6964039372,27293306.89058768
7939,967029.525992948,27293300.156288307
7940,967019.8608550888,27293294.120730374
7941,967010.2911286575,27293288.16049922
7942,967000.7633354616,27293282.39672152
7943,966993.1782043546,27293276.182781428
7944,966983.4869139246,27293271.646149404
7945,966973.9577684174,27293264.973573916
7946,966963.5868335436,27293259.223970324
7947,966954.2510522791,27293253.2313442
7948,966944.835671493,27293247.404594813
7949,966935.7402546578,27293241.83988871
7950,966926.8785128134,27293236.238239694
7951,966918.6830087955,27293230.73739213
7952,966911.8232553874,27293226.732585676
7953,966908.2253399332,27293221.136216898
7954,966904.0452991447,27293216.766990785
7955,966900.0594997173,27293212.944297023
7956,966896.1826556327,27293210.048065934
7957,966892.215566999,27293208.235141438
7958,966888.0931012656,27293205.312064163
7959,966883.9858929908,27293208.1685674
7960,966880.3913559762,27293214.253700472
7961,966875.2711507245,27293223.025147267
7962,966875.806278911,27293233.8052098
7963,966870.3983390122,27293244.641229488
7964,966863.6014087672,27293257.19535024
7965,966854.6466424,27293269.26578875
7966,966845.3367629071,27293281.546435528
7967,966836.0565609053,27293294.58571063
7968,966827.5003170766,27293308.941614028
7969,966819.0246729505,27293324.271505345
7970,966810.0923039871,27293339.659306306
7971,966801.0537277311,27293354.894087933
7972,966791.846297314,27293369.267568223
7973,966782.6656454293,27293382.039117835
7974,966774.2324868707,27293393.66912368
7975,966767.2569071825,27293405.82365693
7976,966760.6876114227,27293418.7903125
7977,966754.6845312401,27293430.902399793
7978,966752.3898634132,27293443.55719932
7979,966747.9433357639,27293457.08478803
7980,966743.2676648239,27293470.67035942
7981,966738.4373120485,27293483.796062812
7982,966734.5003415372,27293497.44904537
7983,966730.4008235817,27293511.861180775
7984,966727.3560636181,27293527.06025833
7985,966723.2547167159,27293541.12878919
7986,966718.4033391888,27293554.93177675
7987,966711.4191745283,27293566.01156511
7988,966707.6411551537,27293578.315746505
7989,966701.7380069427,27293591.662302963
7990,966696.7215846782,27293605.939010255
7991,966690.9682746434,27293621.48019184
7992,966687.2250490246,27293638.688773196
7993,966683.7840864678,27293655.31323644
7994,966680.3077731336,27293672.844337255
7995,966674.5768727526,27293688.646440398
7996,966673.8034943965,27293706.11015401
7997,966670.2251243349,27293725.74850817
7998,966664.1397609059,27293745.800328042
7999,966655.7151825986,27293765.213258196
8000,966647.0390967791,27293784.88216694
8001,966638.0049541161,27293804.63225999
8002,966630.8275156554,27293824.052934147
8003,966625.5810155974,27293844.875980355
8004,966624.1934999657,27293866.57292652
8005,966622.3120532868,27293886.98509804
8006,966617.8941398296,27293905.881758645
8007,966619.6588183378,27293926.277430534
8008,966621.9000157953,27293950.267689176
8009,966624.4815183253,27293979.52463727
8010,966633.4433092088,27294006.923428465
8011,966633.2881122242,27294037.542391002
8012,966641.0981949528,27294070.141408704
8013,966647.9438723864,27294101.076682355
8014,966652.1791631243,27294132.05869137
8015,966652.7561803395,27294162.513004307
8016,966652.7890205914,27294192.482267875
8017,966652.994376701,27294221.878904697
8018,966650.2846362282,27294248.115572046
8019,966655.6293151106,27294272.982776556
8020,966657.6865913322,27294300.74194523
8021,966659.0669579447,27294326.952549838
8022,966663.2019546846,27294351.196283266
8023,966657.3340128112,27294366.647272352
8024,966677.0091942388,27294373.130658604
8025,966694.723595535,27294360.042672873
8026,966724.9232180192,27294371.53280319
8027,966740.5500080993,27294402.361524574
8028,966768.0975271397,27294420.550753314
8029,966783.7110320976,27294451.634918325
8030,966807.6817729769,27294485.798220795
8031,966836.7025213565,27294572.916536547
8032,966855.4404817324,27294603.730045877
8033,966853.6608007981,27294643.3543541
8034,966849.7605426457,27294679.28134877
8035,966867.8362472865,27294708.352918632
8036,966874.806354958,27294750.098832224
8037,966886.3234591961,27294788.16975427
8038,966898.7334063392,27294813.331693955
8039,966924.7353898198,27294830.022184283
8040,966964.2899142519,27294847.34381281
8041,966983.8111948143,27294880.923044544
8042,967020.4885428245,27294891.122571398
8043,967045.50327804,27294917.757691957
8044,967077.7018698973,27294917.60375519
8045,967105.8719733625,27294943.73314356
8046,967137.1443670599,27294967.815230854
8047,967162.8414170835,27294992.756103028
8048,967175.95285868,27295018.78922726
8049,967195.6997634205,27295040.4785366
8050,967218.1794015415,27295068.938100245
8051,967230.8549006091,27295100.570154447
8052,967259.9772733154,27295124.40356943
8053,967255.2484119432,27295163.73466161
8054,967266.0597939554,27295199.21526422
8055,967270.3284552001,27295238.51753883
8056,967277.1127804326,27295278.462797664
8057,967286.0243997206,27295318.525770217
8058,967291.5327160789,27295360.12132225
8059,967284.7869352851,27295401.871047206
8060,967308.3391181189,27295427.211638268
8061,967348.5422625872,27295422.732110243
8062,967391.7847884236,27295421.56155715
8063,967424.2702287148,27295448.4068053
8064,967456.4976014387,27295476.146062404
8065,967480.0873020949,27295506.848363433
8066,967511.547547638,27295528.176577862
8067,967539.0147523079,27295557.143493984
8068,967565.8319857535,27295589.636230916
8069,967590.5672487714,27295620.228899896
8070,967597.7497833003,27295657.329986274
8071,967605.4327481464,27295695.57112712
8072,967610.4803882627,27295730.746689398
8073,967620.7118940732,27295760.3042034
8074,967635.4939617761,27295789.112846594
8075,967643.6198367034,27295831.552225556
8076,967661.2071401762,27295875.016763434
8077,967681.470501435,27295838.90573188
8078,967732.2113542345,27295839.3845298
8079,967786.5110062707,27295821.376947165
8080,967846.3466800578,27295821.01608431
8081,967925.138271568,27295818.006405063
8082,967946.6562090084,27295764.5369838
8083,967926.7383213954,27295708.897169236
8084,967881.4383905565,27295663.222777147
8085,967825.9141170566,27295611.733844224
8086,967777.1446263848,27295556.93429354
8087,967726.372915405,27295507.822190505
8088,967677.3555715713,27295461.660212476
8089,967628.2563417011,27295414.755051587
8090,967577.6237162626,27295368.250922475
8091,967526.672346313,27295335.20902035
8092,967483.6516036816,27295284.40890847
8093,967433.7429286408,27295230.547748383
8094,967386.2584190804,27295182.248088963
8095,967340.5649390124,27295149.793074522
8096,967311.6326852532,27295103.80729901
8097,967269.9819313507,27295062.036635123
8098,967235.4333422519,27295029.000174105
8099,967210.2493705295,27294991.21369745
8100,967175.1005020527,27294951.634869233
8101,967138.9148932958,27294928.87514266
8102,967111.6526127781,27294892.830311067
8103,967067.3432970266,27294861.568717193
8104,967021.2614562989,27294837.382297162
8105,966996.2112226676,27294792.61452756
8106,966958.9316569519,27294749.77040333
8107,966916.3681379764,27294719.530811593
8108,966909.9816219202,27294664.623390883
8109,966909.379060901,27294606.309981614
8110,966889.8995435396,27294556.771422878
8111,966898.930662751,27294501.70070635
8112,966898.6737302201,27294440.614429787
8113,966893.8321299433,27294380.074671783
8114,966877.7444112579,27294324.77984147
8115,966885.5352149771,27294267.628526572
8116,966880.7358364686,27294205.86395327
8117,966876.5819539211,27294144.59662433
8118,966873.3576845302,27294083.94011992
8119,966865.328048124,27294029.299803194
8120,966897.3746378385,27293979.82239098
8121,966920.2552267641,27293934.06272129
8122,966959.3011732682,27293897.907749146
8123,966994.6429968271,27293844.90307643
8124,967036.3011431354,27293796.2762778
8125,967074.4219992384,27293748.44156975
8126,967100.3306776892,27293703.293259345
8127,967142.1208677902,27293666.400683552
8128,967190.4066239845,27293627.43834398
8129,967227.1300861544,27293588.112892445
8130,967280.9874467202,27293577.11440706
8131,967325.6715937109,27293553.674970128
8132,967380.6577883896,27293548.868639197
8133,967443.5981918377,27293542.748249806
8134,967504.656862961,27293534.5673193
8135,967555.6561137784,27293518.931450717
8136,967615.0595469299,27293516.727794852
8137,967680.3260942678,27293512.990260772
8138,967737.7015418448,27293502.324808273
8139,967792.1877047122,27293516.15216036
8140,967861.6753986644,27293521.603485357
8141,967930.42363995,27293535.19563922
8142,967997.067145946,27293542.737323534
8143,968063.1361002283,27293549.013501395
8144,968122.0304964888,27293545.428577498
8145,968178.5628123018,27293559.974688455
8146,968244.586692539,27293565.133625697
8147,968311.4567667788,27293569.352310337
8148,968377.7621595539,27293566.361516327
8149,968446.1877820016,27293553.4965229
8150,968504.9655389759,27293538.848134693
8151,968557.0190091074,27293540.54405947
8152,968603.4728733195,27293519.6710964
8153,968649.5522579787,27293528.56299656
8154,968697.7552420044,27293523.22357707
8155,968724.7624151435,27293496.345878128
8156,968750.9993500181,27293477.061540827
8157,966854.1610085341,27293597.347071286
8158,966832.2575064393,27293580.356625766
8159,966813.0641555114,27293560.839803964
8160,966820.1021795516,27293531.418773565
8161,966835.5314426194,27293504.67735196
8162,966845.7692818135,27293480.532980412
8163,966864.3719750682,27293460.162789036
8164,966888.5766700418,27293442.270181604
8165,966914.1966086217,27293453.153505854
8166,966938.2866595678,27293467.259999596
8167,966961.8042621078,27293484.061925296
8168,966964.4284987657,27293515.62384335
8169,966945.7436045054,27293539.442241702
8170,966926.5806135591,27293566.174601737
8171,966905.5287842366,27293591.063173633
8172,966881.2998181259,27293611.14384613
8173,968524.5293258865,27293185.510747723
8174,968528.6723936897,27293211.57160508
8175,968517.0147391681,27293236.767982066
8176,968503.8444972023,27293257.1782832
8177,968480.1279244146,27293267.157670163
8178,968451.219647938,27293276.046782106
8179,968425.8623326224,27293260.067648046
8180,968404.2189215333,27293244.39187959
8181,968401.0565016224,27293219.648706004
8182,968403.0027279835,27293195.20921921
8183,968412.6616629347,27293174.295730453
8184,968430.6390837905,27293156.607231677
8185,968453.8942738123,27293148.541298814
8186,968476.758788849,27293146.426634897
